N°,Ubigeo,Empresa Operadora,Region,Provincia,Distrito,Centro Poblado,2G,3G,4G,5G
2718,1206080057,Telefónica del Perú S.A.A.,JUNIN,SATIPO,RIO TAMBO,POYENI,1.0,,,
2719,1206080060,Telefónica del Perú S.A.A.,JUNIN,SATIPO,RIO TAMBO,SAN ANTONIO DE CHENI,1.0,,,
2720,1206080077,Telefónica del Perú S.A.A.,JUNIN,SATIPO,RIO TAMBO,QUEMPIRI,1.0,,,
2721,1206080088,Telefónica del Perú S.A.A.,JUNIN,SATIPO,RIO TAMBO,VALLE ESMERALDA,1.0,,1.0,
2722,1206080101,Telefónica del Perú S.A.A.,JUNIN,SATIPO,RIO TAMBO,CANA EDEN,1.0,,2.0,
2723,1206080153,Telefónica del Perú S.A.A.,JUNIN,SATIPO,RIO TAMBO,SOL DE CARIBE,1.0,,1.0,
2724,1206990040,Telefónica del Perú S.A.A.,JUNIN,SATIPO,MAZAMARI-PANGOA,UNION PUERTO ASHANINKA,1.0,,,
2725,1206990046,Telefónica del Perú S.A.A.,JUNIN,SATIPO,MAZAMARI-PANGOA,TSIRIARI,1.0,,,
2726,1206990060,Telefónica del Perú S.A.A.,JUNIN,SATIPO,MAZAMARI-PANGOA,PROGRESO DE SONOMORO,1.0,,,
2727,1206990077,Telefónica del Perú S.A.A.,JUNIN,SATIPO,MAZAMARI-PANGOA,LOS ANGELES DE EDEN,1.0,,1.0,
2728,1206990120,Telefónica del Perú S.A.A.,JUNIN,SATIPO,MAZAMARI-PANGOA,POTSOTENI,1.0,,,
2729,1206990143,Telefónica del Perú S.A.A.,JUNIN,SATIPO,MAZAMARI-PANGOA,MAZARONQUIARI,1.0,,,
2730,1206990173,Telefónica del Perú S.A.A.,JUNIN,SATIPO,MAZAMARI-PANGOA,PACHACAMILLA,,1.0,1.0,
2731,1206990238,Telefónica del Perú S.A.A.,JUNIN,SATIPO,MAZAMARI-PANGOA,JERUSALEN DE MIÑARO,1.0,,,
2732,1207010001,Telefónica del Perú S.A.A.,JUNIN,TARMA,TARMA,TARMA,9.0,8.0,12.0,
2733,1207010007,Telefónica del Perú S.A.A.,JUNIN,TARMA,TARMA,SAN SEBASTIAN DE COLLPA (COLLPA GRANDE),1.0,,,
2734,1207010011,Telefónica del Perú S.A.A.,JUNIN,TARMA,TARMA,COCHAS ALTO,1.0,,,
2735,1207010027,Telefónica del Perú S.A.A.,JUNIN,TARMA,TARMA,MUYLO,1.0,,,
2736,1207010065,Telefónica del Perú S.A.A.,JUNIN,TARMA,TARMA,PIAN,1.0,,,
2737,1207020001,Telefónica del Perú S.A.A.,JUNIN,TARMA,ACOBAMBA,ACOBAMBA,1.0,1.0,2.0,
2738,1207020026,Telefónica del Perú S.A.A.,JUNIN,TARMA,ACOBAMBA,HUARACAYO,1.0,,3.0,
2739,1207020027,Telefónica del Perú S.A.A.,JUNIN,TARMA,ACOBAMBA,HUAYLAHUICHAN,1.0,,,
2740,1207020029,Telefónica del Perú S.A.A.,JUNIN,TARMA,ACOBAMBA,COCHAYOC,1.0,,,
2741,1207030001,Telefónica del Perú S.A.A.,JUNIN,TARMA,HUARICOLCA,HUARICOLCA,1.0,,,
2742,1207030008,Telefónica del Perú S.A.A.,JUNIN,TARMA,HUARICOLCA,APAYCANCHILLA,1.0,,,
2743,1207040001,Telefónica del Perú S.A.A.,JUNIN,TARMA,HUASAHUASI,HUASAHUASI,1.0,2.0,2.0,
2744,1207040034,Telefónica del Perú S.A.A.,JUNIN,TARMA,HUASAHUASI,TIAMBRA,1.0,,,
2745,1207040042,Telefónica del Perú S.A.A.,JUNIN,TARMA,HUASAHUASI,SAN JUAN DE LA LIBERTAD,1.0,,,
2746,1207040046,Telefónica del Perú S.A.A.,JUNIN,TARMA,HUASAHUASI,CARITA,1.0,,,
2747,1207040062,Telefónica del Perú S.A.A.,JUNIN,TARMA,HUASAHUASI,SANTA ROSA DE CHIRAS,1.0,,,
2748,1207050001,Telefónica del Perú S.A.A.,JUNIN,TARMA,LA UNION,LETICIA,1.0,,,
2749,1207050008,Telefónica del Perú S.A.A.,JUNIN,TARMA,LA UNION,CONDORCOCHA(CONDOR CANCHA),2.0,,2.0,
2750,1207060018,Telefónica del Perú S.A.A.,JUNIN,TARMA,PALCA,PATAY,1.0,,,
2751,1207060031,Telefónica del Perú S.A.A.,JUNIN,TARMA,PALCA,TANTARNIOC,1.0,2.0,1.0,
2752,1207070001,Telefónica del Perú S.A.A.,JUNIN,TARMA,PALCAMAYO,PALCAMAYO,1.0,2.0,1.0,
2753,1207080001,Telefónica del Perú S.A.A.,JUNIN,TARMA,SAN PEDRO DE CAJAS,SAN PEDRO DE CAJAS,,1.0,1.0,
2754,1207080015,Telefónica del Perú S.A.A.,JUNIN,TARMA,SAN PEDRO DE CAJAS,YANEC,1.0,,,
2755,1207090011,Telefónica del Perú S.A.A.,JUNIN,TARMA,TAPO,PUEBLO NUEVO,1.0,1.0,2.0,
2756,1207090016,Telefónica del Perú S.A.A.,JUNIN,TARMA,TAPO,MACO,2.0,2.0,3.0,
2757,1208010001,Telefónica del Perú S.A.A.,JUNIN,YAULI,LA OROYA,LA OROYA,1.0,2.0,2.0,
2758,1208010013,Telefónica del Perú S.A.A.,JUNIN,YAULI,LA OROYA,MATAGENTE,2.0,,2.0,
2759,1208030001,Telefónica del Perú S.A.A.,JUNIN,YAULI,HUAY-HUAY,HUAY HUAY,2.0,,,
2760,1208030078,Telefónica del Perú S.A.A.,JUNIN,YAULI,HUAY-HUAY,YURAJCANCHA,1.0,1.0,3.0,
2761,1208040001,Telefónica del Perú S.A.A.,JUNIN,YAULI,MARCAPOMACOCHA,MARCAPOMACOCHA,1.0,,,
2762,1208040177,Telefónica del Perú S.A.A.,JUNIN,YAULI,MARCAPOMACOCHA,CORPACANCHA,2.0,,,
2763,1208050008,Telefónica del Perú S.A.A.,JUNIN,YAULI,MOROCOCHA,CANTERA YESO,1.0,1.0,1.0,
2764,1208060001,Telefónica del Perú S.A.A.,JUNIN,YAULI,PACCHA,PACCHA,1.0,2.0,1.0,
2765,1208070001,Telefónica del Perú S.A.A.,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,SANTA BARBARA DE CARHUACAYAN,1.0,,2.0,
2766,1208070053,Telefónica del Perú S.A.A.,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,JETGA,1.0,1.0,2.0,
2767,1208070066,Telefónica del Perú S.A.A.,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,ALPAMARCA,1.0,,,
2768,1208080001,Telefónica del Perú S.A.A.,JUNIN,YAULI,SANTA ROSA DE SACCO,SANTA ROSA DE SACCO,1.0,2.0,2.0,
2769,1208080006,Telefónica del Perú S.A.A.,JUNIN,YAULI,SANTA ROSA DE SACCO,YANTA CANCHA,1.0,1.0,1.0,
2770,1208090001,Telefónica del Perú S.A.A.,JUNIN,YAULI,SUITUCANCHA,SUITUCANCHA,2.0,,2.0,
2771,1208100001,Telefónica del Perú S.A.A.,JUNIN,YAULI,YAULI,YAULI,2.0,2.0,3.0,
2772,1208100008,Telefónica del Perú S.A.A.,JUNIN,YAULI,YAULI,MARH TUNEL,1.0,1.0,1.0,
2773,1208100027,Telefónica del Perú S.A.A.,JUNIN,YAULI,YAULI,SAN CRISTOBAL,1.0,1.0,1.0,
2774,1209010001,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,CHUPACA,CHUPACA,2.0,1.0,3.0,
2775,1209010011,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,CHUPACA,LA VICTORIA,1.0,1.0,3.0,
2776,1209020026,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,AHUAC,AYAMACHAY,,1.0,2.0,
2777,1209030001,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,CHONGOS BAJO,CHONGOS BAJO,,1.0,2.0,
2778,1209030014,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,CHONGOS BAJO,PROGRESO,1.0,2.0,3.0,
2779,1209040001,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,HUACHAC,HUACHAC,1.0,,,
2780,1209040005,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,HUACHAC,ANTAPAMPA GRANDE,1.0,,2.0,
2781,1209050001,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,HUAMANCACA CHICO,HUAMANCACA CHICO,,2.0,4.0,
2782,1209050007,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,HUAMANCACA CHICO,SANTA ROSA,2.0,3.0,3.0,
2783,1209070001,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,SAN JUAN DE JARPA,JARPA,1.0,,,
2784,1209070005,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,SAN JUAN DE JARPA,ACAC BELLAVISTA,1.0,,1.0,
2785,1209070008,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,SAN JUAN DE JARPA,SHICUY,1.0,1.0,,
2786,1209080001,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,TRES DE DICIEMBRE,TRES DE DICIEMBRE,,1.0,2.0,
2787,1209090001,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,YANACANCHA,YANACANCHA,1.0,,,
2788,1209090002,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,YANACANCHA,ACHIPAMPA,1.0,,,
2789,1209090010,Telefónica del Perú S.A.A.,JUNIN,CHUPACA,YANACANCHA,SAN PEDRO DE HUASCAR,1.0,,,
2790,1301010001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,TRUJILLO,TRUJILLO,81.0,108.0,215.0,
2791,1301010003,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,TRUJILLO,EL PALMO,2.0,4.0,6.0,
2792,1301010004,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,TRUJILLO,NUEVA VICTORIA,2.0,1.0,3.0,
2793,1301010005,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,TRUJILLO,EX FUNDO LARREA,2.0,1.0,3.0,
2794,1301020001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,EL PORVENIR,EL PORVENIR,11.0,14.0,37.0,
2795,1301030001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,FLORENCIA DE MORA,5.0,5.0,14.0,
2796,1301040001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,HUANCHACO,1.0,4.0,8.0,
2797,1301040002,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,EL CAMPANARIO,1.0,2.0,2.0,
2798,1301040004,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,EL MILAGRO,3.0,3.0,9.0,
2799,1301040005,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,LOS HUERTOS,,1.0,4.0,
2800,1301040006,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,EL TABLAZO,,1.0,3.0,
2801,1301040009,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,HUANCHAQUITO ALTO,1.0,3.0,4.0,
2802,1301040011,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,NUEVO PROGRESO,1.0,2.0,5.0,
2803,1301040012,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,VILLA DEL MAR,,2.0,2.0,
2804,1301040014,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,HUANCHAQUITO BAJO,,1.0,2.0,
2805,1301040019,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,VILLA LOS ANGELES,2.0,1.0,3.0,
2806,1301040021,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,EL PROGRESO,1.0,1.0,2.0,
2807,1301050001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LA ESPERANZA,17.0,24.0,50.0,
2808,1301060001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,LAREDO,LAREDO,4.0,3.0,9.0,
2809,1301060009,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,LAREDO,BELLO HORIZONTE,2.0,3.0,4.0,
2810,1301060015,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,LAREDO,SAN CARLOS,,1.0,3.0,
2811,1301060030,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,LAREDO,NUEVO BARRAZA,2.0,6.0,8.0,
2812,1301070001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,MOCHE,MOCHE,,1.0,3.0,
2813,1301070005,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,MOCHE,LA COBRANZA,,1.0,1.0,
2814,1301070032,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,MOCHE,LOS TALLOS,2.0,1.0,3.0,
2815,1301070043,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,MOCHE,LA CRUZ,2.0,1.0,3.0,
2816,1301080032,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,POROTO,FLOR DE MAYO,1.0,3.0,4.0,
2817,1301090001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,SALAVERRY,1.0,3.0,8.0,
2818,1301090003,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,ALTO SALAVERRY,4.0,2.0,6.0,
2819,1301090005,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,LOS ANDES,1.0,3.0,3.0,
2820,1301100001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,SIMBAL,SIMBAL,1.0,,,
2821,1301110001,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,BUENOS AIRES,5.0,10.0,22.0,
2822,1301110002,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,LA ENCALADA,9.0,9.0,21.0,
2823,1301110006,Telefónica del Perú S.A.A.,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,LOS ISRAELITAS,2.0,1.0,3.0,
2824,1302010001,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,ASCOPE,ASCOPE,1.0,1.0,3.0,
2825,1302020001,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,CHICAMA,CHICAMA,,1.0,2.0,
2826,1302020005,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,CHICAMA,SAUSAL,1.0,1.0,3.0,
2827,1302020021,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,CHICAMA,SAN RAMON,1.0,1.0,2.0,
2828,1302030001,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,CHOCOPE,CHOCOPE,1.0,1.0,3.0,
2829,1302030010,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,CHOCOPE,MOLINO CAJANLEQUE,1.0,,2.0,
2830,1302040001,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,MAGDALENA DE CAO,,3.0,2.0,
2831,1302050001,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,PAIJAN,PAIJAN,3.0,3.0,9.0,
2832,1302050015,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,PAIJAN,TAMBO,,1.0,3.0,
2833,1302060001,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,RAZURI,PUERTO DE MALABRIGO,1.0,1.0,2.0,
2834,1302070001,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,SANTIAGO DE CAO,,1.0,2.0,
2835,1302070005,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CARTAVIO,3.0,2.0,6.0,
2836,1302070011,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CHIQUITOY,1.0,1.0,3.0,
2837,1302070016,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CURVA CASTILLO,1.0,1.0,2.0,
2838,1302080001,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,CASA GRANDE,CASA GRANDE,5.0,5.0,12.0,
2839,1302080002,Telefónica del Perú S.A.A.,LA LIBERTAD,ASCOPE,CASA GRANDE,RIO SECO,1.0,1.0,3.0,
2840,1303010085,Telefónica del Perú S.A.A.,LA LIBERTAD,BOLIVAR,BOLIVAR,PORVENIR,2.0,2.0,2.0,
2841,1303020001,Telefónica del Perú S.A.A.,LA LIBERTAD,BOLIVAR,BAMBAMARCA,BAMBAMARCA,2.0,,,
2842,1303020018,Telefónica del Perú S.A.A.,LA LIBERTAD,BOLIVAR,BAMBAMARCA,TRIGOBAMBA,1.0,,2.0,
2843,1303030001,Telefónica del Perú S.A.A.,LA LIBERTAD,BOLIVAR,CONDORMARCA,NUEVO CONDORMARCA,1.0,,3.0,
2844,1303040001,Telefónica del Perú S.A.A.,LA LIBERTAD,BOLIVAR,LONGOTEA,LONGOTEA,2.0,,,
2845,1303040005,Telefónica del Perú S.A.A.,LA LIBERTAD,BOLIVAR,LONGOTEA,SAN VICENTE DE PAUL,2.0,,,
2846,1303050001,Telefónica del Perú S.A.A.,LA LIBERTAD,BOLIVAR,UCHUMARCA,UCHUCMARCA,2.0,,,
2847,1303060001,Telefónica del Perú S.A.A.,LA LIBERTAD,BOLIVAR,UCUNCHA,UCUNCHA,1.0,1.0,2.0,
2848,1304010001,Telefónica del Perú S.A.A.,LA LIBERTAD,CHEPEN,CHEPEN,CHEPEN,7.0,8.0,20.0,
2849,1304010008,Telefónica del Perú S.A.A.,LA LIBERTAD,CHEPEN,CHEPEN,MANCOCHITO,,1.0,1.0,
2850,1304010011,Telefónica del Perú S.A.A.,LA LIBERTAD,CHEPEN,CHEPEN,CERRO SERRANO,1.0,,,
2851,1304010012,Telefónica del Perú S.A.A.,LA LIBERTAD,CHEPEN,CHEPEN,TALAMBO,,1.0,1.0,
2852,1304020001,Telefónica del Perú S.A.A.,LA LIBERTAD,CHEPEN,PACANGA,PACANGA,1.0,1.0,3.0,
2853,1304020002,Telefónica del Perú S.A.A.,LA LIBERTAD,CHEPEN,PACANGA,NUEVA ESPERANZA,,1.0,1.0,
2854,1304020019,Telefónica del Perú S.A.A.,LA LIBERTAD,CHEPEN,PACANGA,PACANGUILLA,1.0,1.0,3.0,
2855,1304020032,Telefónica del Perú S.A.A.,LA LIBERTAD,CHEPEN,PACANGA,SAN JOSE DE MORO (MORO),2.0,3.0,3.0,
2856,1304030001,Telefónica del Perú S.A.A.,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,PUEBLO NUEVO,1.0,1.0,3.0,
2857,1305010001,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,JULCAN,JULCAN,1.0,1.0,3.0,
2858,1305010020,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,JULCAN,UNION QUINUAL,2.0,,2.0,
2859,1305010029,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,JULCAN,LOS ANGELES,,1.0,,
2860,1305010038,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,JULCAN,SANTA APOLONIA,1.0,,,
2861,1305010041,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,JULCAN,SAN AGUSTIN DE CANDUALL,1.0,,2.0,
2862,1305020001,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,CALAMARCA,CALAMARCA,2.0,,,
2863,1305020002,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,CALAMARCA,CHAZCA,1.0,,,
2864,1305030001,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,CARABAMBA,CARABAMBA,1.0,,,
2865,1305030012,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,CARABAMBA,SAN JOSE DE ZALO BAJO,1.0,,,
2866,1305030020,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,CARABAMBA,SANTA CRUZ,1.0,,,
2867,1305040001,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,HUASO,HUASO,2.0,,,
2868,1305040008,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,HUASO,CHINCHINVARA,2.0,,,
2869,1305040018,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,HUASO,UNINGAMBAL,2.0,,,
2870,1305040027,Telefónica del Perú S.A.A.,LA LIBERTAD,JULCAN,HUASO,HUAYNAS,2.0,,,
2871,1306010001,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,OTUZCO,OTUZCO,1.0,1.0,3.0,
2872,1306010003,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,OTUZCO,LLAUGUEDA,1.0,,,
2873,1306010004,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,OTUZCO,SURUPAMPA CENTRO,1.0,,,
2874,1306010018,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,OTUZCO,TRES CERROS,1.0,,2.0,
2875,1306010019,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,OTUZCO,MAGDALENA DE PURRUCHAGA,1.0,,,
2876,1306010035,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,OTUZCO,CIENEGO GRANDE,1.0,1.0,3.0,
2877,1306010041,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,OTUZCO,MIGUEL GRAU,1.0,1.0,3.0,
2878,1306010054,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,OTUZCO,SAMNE,1.0,,1.0,
2879,1306020005,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,AGALLPAMPA,LA MORADA TRES RIOS,1.0,,,
2880,1306040006,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,CHARAT,SAÑUMAS,1.0,,1.0,
2881,1306040008,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,CHARAT,CAYANCHAL,1.0,,,
2882,1306040014,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,CHARAT,CADCUYGO,1.0,,,
2883,1306050013,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,HUARANCHAL,LA FORTUNA,1.0,,1.0,
2884,1306050037,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,HUARANCHAL,EL LAJON,2.0,,1.0,
2885,1306110001,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,SALPO,SALPO,1.0,1.0,1.0,
2886,1306110022,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,SALPO,SAN MIGUEL,2.0,4.0,3.0,
2887,1306110030,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,SALPO,SHULGOM,1.0,,1.0,
2888,1306130001,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,SINSICAP,SINSICAP,1.0,,,
2889,1306130005,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,SINSICAP,LLAGUEN,2.0,,2.0,
2890,1306130011,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,SINSICAP,PARRAPOS,2.0,,,
2891,1306130021,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,SINSICAP,SAN IGNACIO,1.0,,,
2892,1306140001,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,USQUIL,1.0,,2.0,
2893,1306140015,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,CHICHIPAMPA,1.0,,,
2894,1306140021,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,RAMON CASTILLA,1.0,,3.0,
2895,1306140027,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,SANTA ROSA,1.0,,,
2896,1306140036,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,CARCEL,2.0,,2.0,
2897,1306140045,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,SATAPAMPA,1.0,,,
2898,1306140051,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,SAN MARTIN,1.0,,,
2899,1306140058,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,LA PAMPA,1.0,,,
2900,1306140063,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,CUYUCHUGO,1.0,,,
2901,1306140080,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,CAPACHIQUE,1.0,,2.0,
2902,1306140082,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,CANIBAMBA ALTO,1.0,,,
2903,1306140099,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,MONCHACAP,1.0,,2.0,
2904,1306140108,Telefónica del Perú S.A.A.,LA LIBERTAD,OTUZCO,USQUIL,SAN ISIDRO,2.0,,,
2905,1307010001,Telefónica del Perú S.A.A.,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,SAN PEDRO DE LLOC,1.0,3.0,6.0,
2906,1307020001,Telefónica del Perú S.A.A.,LA LIBERTAD,PACASMAYO,GUADALUPE,GUADALUPE,3.0,5.0,12.0,
2907,1307020014,Telefónica del Perú S.A.A.,LA LIBERTAD,PACASMAYO,GUADALUPE,CERRO AZUL,2.0,2.0,2.0,
2908,1307020023,Telefónica del Perú S.A.A.,LA LIBERTAD,PACASMAYO,GUADALUPE,LIMONCARRO (LIMON CARRO),2.0,1.0,2.0,
2909,1307020025,Telefónica del Perú S.A.A.,LA LIBERTAD,PACASMAYO,GUADALUPE,CIUDAD DE DIOS,2.0,2.0,3.0,
2910,1307030001,Telefónica del Perú S.A.A.,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,JEQUETEPEQUE,1.0,1.0,2.0,
2911,1307040001,Telefónica del Perú S.A.A.,LA LIBERTAD,PACASMAYO,PACASMAYO,PACASMAYO,3.0,7.0,11.0,
2912,1307050001,Telefónica del Perú S.A.A.,LA LIBERTAD,PACASMAYO,SAN JOSE,SAN JOSE,1.0,1.0,2.0,
2913,1307050002,Telefónica del Perú S.A.A.,LA LIBERTAD,PACASMAYO,SAN JOSE,CRUCE SAN MARTIN DE PORRES (EL CRUCE),2.0,3.0,5.0,
2914,1308010001,Telefónica del Perú S.A.A.,LA LIBERTAD,PATAZ,TAYABAMBA,TAYABAMBA,1.0,2.0,2.0,
2915,1308010006,Telefónica del Perú S.A.A.,LA LIBERTAD,PATAZ,TAYABAMBA,JUCUSBAMBA,2.0,,,
2916,1308010011,Telefónica del Perú S.A.A.,LA LIBERTAD,PATAZ,TAYABAMBA,UCRUMARCA,2.0,,,
2917,1308020001,Telefónica del Perú S.A.A.,LA LIBERTAD,PATAZ,BULDIBUYO,BULDIBUYO,1.0,,2.0,
2918,1308030001,Telefónica del Perú S.A.A.,LA LIBERTAD,PATAZ,CHILLIA,CHILLIA,2.0,,1.0,
2919,1308030007,Telefónica del Perú S.A.A.,LA LIBERTAD,PATAZ,CHILLIA,RAGO,2.0,,,
2920,1308030017,Telefónica del Perú S.A.A.,LA LIBERTAD,PATAZ,CHILLIA,NUNAMARCA,2.0,,,
2921,1308030025,Telefónica del Perú S.A.A.,LA LIBERTAD,PATAZ,CHILLIA,TENERIA,2.0,,,
2922,1308030037,Telefónica del Perú S.A.A.,LA LIBERTAD,PATAZ,CHILLIA,CHINCHUPATA,2.0,,2.0,
